drug_name,atc,uncertainty_atc_match,summary
gadobutrol,V08CA09,False,SummaryHazard 4* P 3 B 0 T 1* Risk Cannot be excluded
gadodiamide,V08CA03,False,SummaryHazard 3 P 3 B 0 T 0 Risk Insignificant
gadopenteticacid,V08CA01,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant 
gadotericacid,V08CA02,False,SummaryHazard - P - B - T - Risk Cannot be excluded 
gadoversetamide,V08CA06,False,SummaryHazard - P - B - T - Risk Cannot be excluded 
galantamine,N06DA04,False,"SummaryThis summary information on persistence, biockumulation and toxicity comes from Fass. The risk comes from the Goodpoint report. Persistence. Galantamine is potentially persistent.Bioaccumulation. It cannot be excluded that galantamine bioaccumulates, due to the lack of data.Toxicity. Galantamine has very high acute toxicity.Risk. The environmental risk is very low for galantamine from a Swedish perspective."
ganciclovir,J05AB06,False,SummaryHazard 3 P 3 B 0 T 0 Risk Insignificant
ganirelix,H01CC01,False,"SummaryPersistence. It cannot be excluded that ganirelix is persistent, due to the lack of data.Bioaccumulation. Ganirelix has high potential for bioaccumulation.Toxicity. It cannot be excluded that ganirelix is toxic, due to the lack of data.Risk. Risk of environmental impact of ganirelix cannot be excluded, due to the lack of environmental toxicity data.  This summary information comes from Fass. It is voluntary for manufacturers to provide information on environmental impact on fass.se."
gefitinib,L01XE02,False,SummaryHazard 5* P 3 B 0 T 2* Risk Insignificant 
gemcitabine,L01BC05,False,SummaryHazard 5 P 3 B 0 T 2 Risk Insignificant
gemfibrozil,C10AB04,False,"SummaryEnvironmental information is missing for gemfibrozil on fass.se (2021-04-15). It is voluntary for manufacturers to provide information about environmental impact on fass.se. This summary information on bioaccumulation, toxicity and risk comes from the report from Goodpoint. Persistence. It cannot be excluded that gemfibrozil is persistent, due to the lack of data.Bioaccumulation. All fibrates examined are fat soluble with a log P between 3.9 and 5.2. This is likely low enough for some to be found in soluble form in surface water, but at the same time high enough to bioconcentrate effectively.Toxicity. Ecotoxicological studies are extensive for gemfibrozil and scarce for other fibrates. However, many studies are considered to be of low quality and reliability. Available and reliable efficacy data indicate a very low risk for all investigated fibrates.Risk. The use of bezafibrate, fenofibrate and gemfibrozil is not considered to pose an environmental risk."
gentamicin,S01AA11,False,SummaryHazard 6 P 3 B 0 T 3 Risk Cannot be excluded
glatiramer,L03AX13,False,SummaryHazard - P - B - T - Risk Exempt
glibenclamide,A10BB01,False,"SummaryThis summary information for glibenclamide on persistence, bioaccumulation och toxicity comes from Fass. The risk comes from the report by Goodpoint. Persistence. Glibenclamide is potentially persistent.Bioaccumulation. Glibenclamide has high potential for bioaccumulationToxicity. Glibenclamide has low chronic toxicity.Risk. See the report by Goodpoint. Suggestions on how to reduce the emissions of glibenclamide"
glimepiride,A10BB12,False,SummaryPersistence. Glimepiride is potentially persistent.Bioaccumulation. Glimepiride has low potential for bioaccumulation.Toxicity. Glimepiride has low acute toxicity.Risk. See the report from GoodPoint. This summary information about hazard comes from Fass.
glipizide,A10BB07,False,SummaryHazard 4* P 3* B 0 T 1* Risk Cannot be excluded The data on hazard and risk are based on previous environmental information on Fass.se. Environmental information is missing on fass.se (2019-03-11). It is voluntary for manufacturers to provide information about environmental impact on fass.se.
glucagon,H04AA01,False,"SummaryThe use of amino acids, proteins and peptides is not considered to have any environmental impact. This summary information comes from Fass."
glucosamine,M01AX05,False,"SummaryPersistence. It cannot be excluded that glucosamine is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that glucosamine bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that glucosamine is toxic, due to the lack of data.Risk. Risk of environmental impact of glucosamine cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Artrox (glucosamine) from Fass.se."
glyceryltrinitrate,C01DA02,False,SummaryPersistence. Glyceryl trinitrate is degraded in the environment.Bioaccumulation. Glyceryl trinitrate has low potential for bioaccumulation.Toxicity. Glyceryl trinitrate has very high acute toxicity.Risk. The use of glyceryl trinitrate (sales data Sweden 2019) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
glycopyrroniumbromide,A03AB02,False,SummaryThis summary information comes from assessment reports and Fass. Persistence. Glycopyrronium is potentially persistent.Bioaccumulation. Glycopyrronium has low potential for bioaccumulation.Toxicity. Glycopyrronium has moderate acute toxicity.Risk. The use of glycopyrronium (sales data Sweden 2018) has been considered to result in insignificant environmental risk.
golimumab,L04AB06,False,SummaryHazard - P - B - T - Risk Exempt
goserelin,L02AE03,False,SummaryHazard - P - B - T - Risk See below
granisetron,A04AA02,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant
guaifenesin,R05CA03,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
haloperidol,N05AD01,False,"SummaryThis summary information on persistence, bioaccumulation and toxicity comes from Fass. The risk comes from the report by Goodpoint. Persistence. The potential for persistence cannot be excluded due to lack of data.Bioaccumulation. Haloperidol has the potential to bioaccumulate in aquatic organisms.Toxicity. Haloperidol has high acute toxicity.Risk. See the report by Goodpoint. Suggestions on how to reduce the emissions of haloperidol"
heparin,B01AB01,False,SummaryHeparin is a polysaccharide (carbohydrate). Risk. Use of carbohydrates has been considered to result in insignificant environmental impact. This summary information comes from Fass.
histamine,L03AX14,False,"SummaryHazard - P - B - T - Risk Exempt The use of amino acids, proteins and peptides is not considered to have any environmental impact."
hyaluronicacid,M09AX01,False,SummaryHazard - P - B - T - Risk Exempt The use of carbohydrates is not considered to have any environmental impact.
hydrochlorothiazide,C03AA03,False,SummaryPersistence. Hydrochlorothiazide is potentially persistent.Bioaccumulation. Hydrochlorothiazide has low potential for bioaccumulation.Toxicity. Hydrochlorothiazide has low chronic toxicity.Risk. The use of hydrochlorothiazide (sales data Sweden 2019) has been considered to result in insignificant environmental risk. This summary information comes from Fass.
hydrocortisone,D07AA02,False,"SummaryFor this summary information, data on bioaccumulation comes from the Plenadren (hydrocortisone) assessment report and risk comes from the report from Goodpoint. Persistence. It cannot be excluded that hydrocortisone is persistent, due to the lack of data.Bioaccumulation. Hydrocortisone has low potential for bioaccumulation.Toxicity. It cannot be excluded that hydrocortisone is toxic, due to the lack of data.Risk. Although both exposure and efficacy data are incomplete for hydrocortisone and prednisolone, there are no strong indications of environmental risk for these two substances. On the contrary, the fish plasma model and reported levels in the environment indicate low risk."
hydromorphone,N02AA03,False,SummaryHazard - P - B - T - Risk Cannot be excluded 
hydroxocobalamin,V03AB33,False,SummaryHazard - P - B - T - Risk Exempt The use of vitamins is not considered to have any environmental impact.
hydroxycarbamide,L01XX05,False,"SummaryHazard 3 P 3 B 0 T 0 Risk Insignificant The data on hazard and risk are based on previous environmental information on Fass.se. Environmental information is missing on fass.se (2019-03-11). It is voluntary for manufacturers to provide information about environmental impact on fass.se. In Scientific discussion for Siklos (hydroxycarbamide) from 2014, https://www.ema.europa.eu/en/documents/scientific-discussion/siklos-epar-scientific-discussion_en.pdf: ""The environmental risk assessment (ERA) has been calculated, and the PEC value is less than 0.01ug/l. Siklos is unlikely to represent a risk for the environment following its prescribed usage. No phase II environmental effect analysis has been submitted for this marketing authorization."""
hydroxychloroquine,P01BA02,False,"SummaryHazard 5 P 3 B 0 T 2 Risk Insignificant This summary information comes from Fass, see details below. Persistence. Hydroxychloroquine is potentially persistent.Bioaccumulation. Hydroxychloroquine has low potential to bioaccumulate.Toxicity. Hydroxychloroquine has high chronic toxicity.Risk. The use of hydroxychloroquine (sales data Sweden 2018) gives the risk insignificant."
hydroxyzine,N05BB01,False,SummaryHazard - P - B 0 T - Risk Cannot be excluded 
hypromellose,S01KA02,False,SummaryHazard - P - B - T - Risk Cannot be excluded
ibandronicacid,M05BA06,False,SummaryHazard 2 P 0 B 0 T 2 Risk Insignificant
ibuprofen,M01AE01,False,SummaryThis summary information comes from Fass and the risk is from the report from Goodpoint. Persistence. Ibuprofen is degraded in the environment.Bioaccumulation. Ibuprofen has low potential for bioaccumulation.Toxicity. Ibuprofen has high chronic toxicity.Risk. See the report from Goodpoint.
